CC-MATH 146 H1 - Trivett (CRN: 3580); 9780134763705; 2 P/S Elementary Statistics (13E 18) w/ MyStatLab; Triola; 13; Required - Choose format; False; 
CC-MATH 146 H1 - Trivett (CRN: 3580); 9780134763798; 2 P/S Loose Leaf Elementary Statistics (13E 18) w/ MyStatLab; Triola; 13; Required - Choose format; False; 
CC-MATH 146 H1 - Trivett (CRN: 3580); 9780134748535; MyStatLab w/ eText T/A Elementary Statistics (13E 18); Triola; 13; Required - Choose format; False; 
CC-MATH 146 HC1 - Bea (CRN: 3590); 9780134462455; Elementary Statistics (13E 18); Triola; 13; Required; False; 
CC-MATH 146 LC3 - Venkatraman (CRN: 3600); 9780134462455; Elementary Statistics (13E 18); Triola; 13; Required; False; 
CC-MATH 146 OL1 - Venkatraman (CRN: 3610); 9780134462455; Elementary Statistics (13E 18); Triola; 13; Required; False; 
CC-MATH 147 01 - Benitez (CRN: 3370); 9789226674622; Business Precalculus (Print Option); Lippman; ; Required; False; 
CC-MATH 147 02 - Michalek (CRN: 3380); 9789226674622; Business Precalculus (Print Option); Lippman; ; Required; False; 
CC-MATH 147 H1 - Saxton (CRN: 3390); 9789226674622; Business Precalculus (Print Option); Lippman; ; Required; False; 
CC-MATH 148 01 - Benitez (CRN: 3620); 9789226360792; Applied Calculus (Print Option); Calaway; ; Required; False; 
CC-MATH 148 02 - Staff (CRN: 3630); 9789226360792; Applied Calculus (Print Option); Calaway; ; Required; False; 
CC-MATH 151 01 - Staff (CRN: 3640); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 151 02 - Burke (CRN: 3650); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 151 03 - Tong (CRN: 3660); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 151 04 - Staff (CRN: 3670); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 152 01 - Bea (CRN: 3680); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 152 02 - Staff (CRN: 3685); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 152 03 - Tellez (CRN: 3690); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 152 04 - Tellez (CRN: 3700); 9781337710329; 2 P/S V.1 Calculus Single Variable (Custom) (8E 16) W/ Webassign (Multi Term); Stewart; 8; Required; False; 
CC-MATH 163 01 - Yramategui (CRN: 3710); 9781337923781; Loose Leaf V.2 Calculus Multivariable (custom) (8e 16) Text only; Stewart; 8; Required; False; 
CC-MATH 163 02 - Bea (CRN: 3720); 9781337923781; Loose Leaf V.2 Calculus Multivariable (custom) (8e 16) Text only; Stewart; 8; Required; False; 
CC-MATH 208 01 - Raj (CRN: 3400); 9781285463247; Linear Algebra (4E 15); Poole; 4; Required; False; 
CC-MATH 238 01 - Yramategui (CRN: 3410); 9780534373887; First Course In Differential Equations (5E 00); Zill; 5; Required; False; 
CC-MATH 246 01 - Trivett (CRN: 3420); 9780134763637; 2 P/S Business Statistics (10E 18) w/ MyLab Statistics; Groebner; 10; Required - Choose format; False; 
